gem_id,gem_parent_id,concept_set_id,concepts,target,references
common_gen-validation-643,common_gen-validation-643,643,"['board', 'dart', 'throw', 'wall']",This arcade has a dart board hanging on the wall that you can throw darts at.,"['This arcade has a dart board hanging on the wall that you can throw darts at.', 'A man threw a dart at the board on the wall.', 'Throw towards the dart board that hangs on the wall.', 'He throws darts at a dart board on the wall.']"
common_gen-validation-644,common_gen-validation-644,644,"['paper', 'pencil', 'piece', 'write']",Give that girl a piece of paper and a pencil and she will write you a love letter; that's the kind of girl she is.,"[""Give that girl a piece of paper and a pencil and she will write you a love letter; that's the kind of girl she is."", 'The student took a piece of paper and wrote notes with his pencil.', 'A man wrote his name in a piece of paper using a pencil', 'The boy will use a piece of paper and a pencil to write his assignment.', 'A young girl is writing on a piece of paper with a purple pencil.']"
common_gen-validation-645,common_gen-validation-645,645,"['ball', 'goal', 'kick', 'player']",When the worst player kicked the ball into the goal the crowd went insane.,"['When the worst player kicked the ball into the goal the crowd went insane.', 'The player will kick a goal with the soccer ball.', 'A player is planning to kick the ball into the goal.', 'I knew a great soccer player who during a soccer game could kick the ball in the goal from half way down the field.', 'a soccer player kicking a ball into a goal']"
common_gen-validation-646,common_gen-validation-646,646,"['beard', 'razor', 'trim', 'use']",I use a razor to trim the beard.,"['I use a razor to trim the beard.', 'John is able to use the razor to trim his beard.', 'He had been working out bush for weeks, as the man looked at himself in the mirror he thought, ""time to use the razor and trim this beard"", he couldn\'t let his family see him looking scruffy.', 'TODAY I USE MY RAZOR AND I TRIM MY BEARD', 'A man trims his beard using a razor.', 'The man uses his razor to trim his face and beard.']"
common_gen-validation-647,common_gen-validation-647,647,"['ball', 'bat', 'hold', 'throw']",The coach taught the kids how to throw the ball and hold the bat.,"['The coach taught the kids how to throw the ball and hold the bat.', 'The pitchers throws the ball at the man who holds the bat.', 'Small child holding a baseball bat with man throwing ball. ']"
common_gen-validation-648,common_gen-validation-648,648,"['give', 'instruction', 'tie', 'tie']",He likes to give instructions to he's son to tie he's tie.,"[""He likes to give instructions to he's son to tie he's tie."", 'Grandpa gives his grandson careful instruction about how to tie his tie before the big dance.', 'The mother gives instructions to her son to tie his shoes and he ties his shoes.', 'I give you instructions on how to tie a tie.', 'A father gives his son instructions on how to tie a tie as the finishing touch to his suit.', 'A man is giving instructions to tie a bow tie']"
common_gen-validation-649,common_gen-validation-649,649,"['hair', 'lay', 'sink', 'wash']",When the woman lays her head down on the sink the stylist can wash her hair.,"['When the woman lays her head down on the sink the stylist can wash her hair.', 'she laid back in her chair, allowing her hair to fall into the sink so her barber could wash it.', 'The woman laid back in the salon chair, letting the hairdresser wash her hair in the sink.', 'A woman washes her hair in the sink and lays down to rest.', 'A woman lays back in a sink as another woman washes her hair.']"
common_gen-validation-650,common_gen-validation-650,650,"['bench', 'hat', 'sit', 'wear']",The man doesn't wear his hat while sitting on the bench in the park.,"[""The man doesn't wear his hat while sitting on the bench in the park."", 'The man wearing the hat sits on the bench.', 'He used to sit on the bench outside and wear his hat.', 'Hat wearing man is sitting on the bench.', 'A man wearing a hat sitting on a bench.']"
common_gen-validation-651,common_gen-validation-651,651,"['arm', 'ball', 'hand', 'roll']",Once he caught the ball in his hand he took a hard roll onto the pavement and broke his arm.,"['Once he caught the ball in his hand he took a hard roll onto the pavement and broke his arm.', 'The juggler rolled the ball down his arm into his hand.', 'The boy swings his arm and the ball rolls from his hand.', 'A boy rolling a small ball in his arms and hands with music playing']"
common_gen-validation-652,common_gen-validation-652,652,"['dance', 'listen', 'music', 'room']",A boy danced around the room while listening to music.,"['A boy danced around the room while listening to music.', 'The man loves to listen to music and dance in his room.', 'The woman will dance and listen to music in this room.', 'a man dancing in a ballet room while listening to music.']"
common_gen-validation-653,common_gen-validation-653,653,"['bench', 'building', 'front', 'sit']",The older man sat on the bench in front of the building.,"['The older man sat on the bench in front of the building.', ""A woman sit's at the bench in the front of the building."", 'We will sit on that bench in front of the building.', 'a wooden bench sits in front of a building ']"
common_gen-validation-654,common_gen-validation-654,654,"['cut', 'knife', 'pumpkin', 'top']",He cuts the top of the pumpkin with a knife.,"['He cuts the top of the pumpkin with a knife.', 'During October, people carve pumpkins with a knife by cutting their top off and removing the insides.', 'A woman used a knife to cut the top off the pumpkin.', 'The chef cut off the top of the pumpkin with a knife to make a jack-o-lantern.', 'A knife cuts the top of a pumpkin.']"
common_gen-validation-655,common_gen-validation-655,655,"['car', 'cross', 'stop', 'street']",He stops his car at the cross walk to let the man cross the street.,"['He stops his car at the cross walk to let the man cross the street.', 'Before crossing a street, stop and look for an oncoming car.', 'A car stops and then crosses the street.', 'When you cross the street, you should look both ways to ensure all the cars have stopped.', 'A car stopped for horses crossing a street.']"
common_gen-validation-656,common_gen-validation-656,656,"['bench', 'dog', 'park', 'sit']",The dog sits on a bench in the park.,"['The dog sits on a bench in the park.', 'The boy sat on a bench while his dog played in the park.', 'As I sat on a bench at the local park, a dog greeted me.', ""After walking the dog, let's go sit on the park bench."", 'dogs sitting on a wooden bench in a park']"
common_gen-validation-657,common_gen-validation-657,657,"['field', 'run', 'uniform', 'wear']",The young girl chose to wear her most revealing uniform to run through the field at night to meet her lover.,"['The young girl chose to wear her most revealing uniform to run through the field at night to meet her lover.', 'Every weekend during the season, the men of the local football team wear their uniforms with pride and run onto the field, they loved the game, they were the local heros and were loved by the people of the town.', 'The boy wearing a football uniform will run through the field.', 'Two girls wearing black and white uniforms run down a grassy field.']"
common_gen-validation-658,common_gen-validation-658,658,"['chess', 'game', 'move', 'piece']","A girl plays a game of chess and moves her favorite piece, the queen, in many ways across the board.","['A girl plays a game of chess and moves her favorite piece, the queen, in many ways across the board.', 'player can move piece forward or across  in chess game', 'he loves to play the game of chess where the pieces move their own ways.', 'In the game of chess you move one piece at a time.', 'A person is sitting down to a game of chess moving pieces around.']"
common_gen-validation-659,common_gen-validation-659,659,"['ball', 'dog', 'leg', 'stand']",The dog is going to stand by my leg with the ball.,"['The dog is going to stand by my leg with the ball.', 'The dog stands on his hind legs and begs to play with the ball.', 'The dog stood on one leg, as if to beg for the ball from his owner.', 'A dog stands on his hind legs to catch a ball.']"
common_gen-validation-660,common_gen-validation-660,660,"['dog', 'follow', 'horse', 'ride']",I ride horses and watch the dog follow squirrels.,"['I ride horses and watch the dog follow squirrels.', 'A dog follows a horse around while a woman rides on top.', ""The dog followed it's master during her ride to the river so she could water her horse."", 'The boy would ride his horse and his dog would follow.', 'When the woman decides to ride her horse, the dog will follow.', 'A black dog following two people riding horses.']"
